SMILES,LogP,frag_list,LogWS
COCCOCCOCCOCCOC,-0.12,"[59.049, 103.075, 147.102, 103.075, 59.049, 147.102, 59.049, 103.075, 89.06, 59.049, 103.075, 89.06, 59.049, 103.075, 89.06, 59.049, 103.075, 59.049, 103.075, 53.002, 59.049, 53.002, 59.049, 53.002, 59.049, 53.002]",-1.76
COCCOCCOCCOCCOC,-0.12,"[165.111, 147.101, 103.075, 89.059, 73.065]",-1.76
CNCCCC12CCC(c3ccccc31)c1ccccc12,4.89,"[278.193, 279.196, 250.16, 278.192, 250.161, 279.196, 219.118, 250.161, 191.086, 191.086, 178.078, 219.118, 191.087, 178.079, 204.094, 278.19, 250.159, 117.07, 278.19, 250.159, 117.07, 250.159, 219.117, 117.07, 191.086, 219.117, 117.07, 191.085, 178.078, 91.054, 191.085, 178.078, 91.054]",-6.27
CCCCOc1ccc(CC(=O)NO)cc1,2.09,"[163.112, 224.128, 107.049, 107.049, 163.112, 224.128, 107.049, 163.112, 122.06, 107.049, 122.06, 95.049, 107.049, 95.049, 79.054, 107.049, 95.049, 79.054]",-2.98
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.88,"[354.029, 278.006, 250.01, 215.043, 250.01, 252.004, 215.042, 214.035, 217.039, 215.041, 216.034, 217.039, 214.034, 216.033, 215.039]",-5.25
C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,2.36,"[97.065, 113.067, 131.084, 143.084, 146.09, 171.115, 260.166, 367.227, 368.23, 368.732]",-5.21
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4.18,"[202.072, 552.191, 280.083]",-4.79
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4.18,"[202.072, 202.574, 280.083, 311.101, 409.633, 552.191, 553.194, 553.693]",-4.79
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.31,"[147.079, 159.08, 173.095, 192.103, 225.127, 323.164, 332.17, 399.217, 408.223]",-3.85
CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,1.71,"[272.125, 169.105, 168.102, 105.034]",-1.88
CCN[C@@H](C)Cc1ccc2c(c1)OCO2,2.25,"[163.075, 208.133, 72.081, 163.075, 208.133, 72.081, 163.075, 133.065, 135.044, 105.07, 135.044, 133.065, 105.07, 135.044, 133.065, 105.07, 79.054, 135.044, 79.054, 95.049, 77.038, 95.049, 77.038, 105.045, 51.023, 95.049, 77.038]",-2.15
C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,3.44,"[297.123, 299.14, 298.127, 253.133]",-4.65
COCCOCCOCCOCCOCCOC,-0.12,"[147.1, 117.09, 103.075, 89.062, 73.065]",-2.1
Nc1ccccc1,0.89,"[94.065, 53.039, 105.045]",-0.71
Nc1ccccc1C(=O)O,0.78,"[120.044, 92.049, 138.055, 120.044, 92.049, 138.055]",-1.3
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,0,"[127.05, 142.061, 81.034, 127.05, 142.061, 110.024, 127.05, 110.024, 84.044, 127.05, 110.024, 84.044, 127.05, 110.024, 84.044, 110.024, 127.05, 84.044]",-0.99
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.26,"[182.096, 253.097, 225.102, 182.096, 225.102, 253.097, 182.096, 104.049, 132.044, 104.049, 182.096, 132.044, 104.049, 182.096, 95.049, 104.049, 95.049, 105.044]",-3.55
CCOC(=O)c1ccc(N)cc1,2.2,"[138.055, 94.065, 120.044]",-1.76
NC12CC3CC(CC(C3)C1)C2,2.53,"[135.117, 152.143, 81.07, 135.117, 152.143, 135.117, 152.144, 79.054, 135.117, 152.143, 93.07, 135.117, 79.054, 93.07, 135.117, 79.054, 93.07, 135.117, 152.144, 135.117, 152.144, 135.117, 135.117]",-3.25
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.04,"[332.145, 333.147, 231.058, 314.13, 288.151, 332.141, 332.14, 332.141, 314.13, 288.151, 314.13, 245.109, 332.141, 231.057, 314.13, 245.109, 231.057, 203.062, 189.046, 231.057, 203.062, 148.056, 332.14, 314.129, 288.151, 332.141, 314.13, 288.151, 314.13, 245.109, 332.141, 231.057, 314.13, 245.109, 231.057, 203.062, 189.046, 231.057, 203.062, 148.056, 314.13, 288.151, 332.141]",-1.95
CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,3.58,"[325.171, 326.175, 327.177, 325.171, 262.102, 326.174, 262.102, 234.07, 325.17, 234.071, 247.079, 166.064, 247.078, 227.072, 166.064, 262.103, 109.045, 280.113, 325.171, 109.044, 325.171, 262.103, 109.045, 109.045, 262.103, 325.171, 109.045, 234.071, 247.079, 109.045, 247.079, 234.071, 109.045, 246.071, 116.049, 325.171, 325.171, 262.103, 109.045, 109.045, 262.102, 325.171, 109.045, 234.071, 247.079, 109.045, 247.079, 234.071, 109.045, 246.071, 116.049, 262.103, 109.045, 280.113, 109.045, 234.072, 262.103, 109.045, 246.071, 247.079, 262.103, 325.172, 109.045, 262.103, 109.045, 280.113]",-4.74
CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,3.58,"[262.102, 247.077, 234.072, 221.063, 116.05, 109.045]",-4.74
CC[C@@H](CO)NCCN[C@@H](CC)CO,-0.12,"[116.107, 205.191, 116.107, 116.107, 116.106, 205.191, 205.191, 116.107, 116.107, 116.107, 116.107]",-1.43
COC(=O)/N=c1\[nH]c2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.66,"[314.094, 315.097, 316.099, 282.067, 314.094, 283.07, 282.067, 283.07, 123.024, 282.068, 123.024, 283.071, 123.024, 282.067, 159.042, 314.094, 282.067, 282.067, 314.094, 282.067, 123.024, 314.094, 282.067, 123.024, 123.035, 123.024, 123.035, 282.067, 123.035, 123.024, 113.04, 123.035, 75.023, 113.04, 75.023, 123.035, 74.015, 75.023, 74.015, 77.026]",-3.76
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,2.13,"[300.159, 199.075, 285.135, 300.159, 199.075, 243.101, 300.159, 199.075, 241.086, 199.075, 300.159, 171.08, 199.075, 171.08, 153.07, 171.08, 128.062, 141.07]",-2.57
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1.15,"[350.975, 477.878, 668.236]",-4.94
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,3.21,"[199.075, 256.097, 415.132, 199.075, 256.097, 171.044, 171.044, 199.075, 181.065, 171.044, 143.049, 115.054, 171.044, 115.054, 143.049, 115.054, 143.049, 171.044, 115.054, 89.039, 143.049, 115.054, 89.038, 65.039, 89.038, 63.023, 115.054]",-4.38
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,7.61,"[319.3, 160.097, 114.091]",-6.73
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,2.05,"[160.043, 243.076, 402.112, 160.043, 243.077, 144.044, 114.037, 160.043, 144.044, 114.037, 144.044, 130.065, 114.037, 144.044, 87.026, 114.037, 87.026, 95.049, 95.049, 105.045, 53.039, 51.023, 95.049, 77.038, 51.023, 50.015, 95.049]",-3.67
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,3.36,"[307.227, 271.202, 253.191, 229.192]",-4.34
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,-1.92,"[113.046, 133.049, 114.03, 113.046, 114.03, 133.049, 113.046, 114.03, 70.04, 114.03, 113.046, 70.04, 114.03, 70.04, 113.046]",-0.87
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,6.66,"[515.25, 516.252, 517.255, 515.252, 516.252, 517.255, 515.252, 497.238, 517.255, 515.249, 497.238, 516.252, 276.139, 497.238, 498.241, 515.245, 276.137, 497.234, 497.233, 498.238, 305.176, 515.244, 498.235, 261.115, 515.244, 497.233, 498.237, 497.234, 276.137, 515.243, 276.137, 289.145, 211.076, 276.137, 261.114, 289.145, 261.114, 276.137, 275.129, 515.244, 498.237, 515.245, 497.234, 305.176, 497.234, 276.137, 515.244, 276.137, 289.145, 211.076, 276.137, 261.114, 289.145, 261.114, 276.137, 275.129, 497.234, 498.238, 305.176]",-5.17
C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,4.67,"[100.112, 250.159, 208.112, 295.217, 100.112, 208.113, 100.112, 295.216, 58.065, 100.112, 58.065, 208.112, 100.112, 58.065, 208.112, 58.065, 100.112, 193.089, 58.065, 193.089, 100.112, 295.217, 100.112, 58.065, 100.112, 295.217, 58.065, 100.112, 58.065, 208.112, 100.112, 58.065, 208.112, 58.065, 100.112, 193.089, 58.065, 193.089, 100.112, 100.112, 250.159, 208.112]",-4.05
Nc1ccccc1O,0.35,"[110.06, 92.049, 65.039]",0.02
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,2.93,"[97.065, 109.064, 123.08, 97.064, 109.064, 123.08, 97.064, 269.19, 109.064, 97.065, 269.19, 251.179]",-4.03
c1ccc2[nH]cnc2c1,1.67,"[119.06, 59.049, 92.049]",-0.84
CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,1.76,"[176.128, 158.118, 97.101, 97.101, 62.024, 158.118, 62.024, 97.101, 69.07, 62.024, 97.101, 69.07, 62.024, 55.054, 69.07, 62.024, 55.054, 69.07]",-2.52
Cc1cc(=O)oc2cc(O)ccc12,1.92,"[177.055, 105.07, 121.065, 121.065, 103.055, 177.055, 177.055, 105.07, 133.065, 105.07, 133.065, 121.065]",-1.91
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.79,"[156.012, 108.046, 254.06, 156.01, 254.059, 160.085, 156.01, 160.086, 147.078, 156.011, 146.071, 147.078, 146.07, 147.077, 119.061, 254.059, 156.01, 190.096, 254.059, 156.011, 108.044, 156.012, 188.082, 147.079, 254.06, 156.011, 190.098, 254.059, 156.011, 108.044, 156.012, 108.044, 92.049, 108.044, 92.049, 156.011, 108.044, 92.049, 65.039, 92.049, 108.044, 65.039, 254.06, 156.011, 188.082, 254.06, 156.011, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 108.044, 92.049, 65.039, 92.049, 108.044, 65.039, 156.011, 188.082, 147.079, 254.06, 156.011, 188.082, 92.049, 108.044, 156.011, 92.049, 65.039, 108.044]",-2.74
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.79,"[194.096, 188.082, 156.011, 108.044, 92.052]",-2.74
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.88,"[156.011, 108.046, 256.021, 156.012, 108.044, 92.049, 256.021, 156.011, 108.044, 156.011, 256.021, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 92.049, 108.044, 65.039, 92.049, 108.044, 65.039, 256.021, 156.011, 108.044, 156.011, 256.021, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 92.049, 108.044, 65.039, 92.049, 108.044, 65.039, 156.011, 108.044, 92.049]",-2.44
COCCOCCOCCOC,-0.09,"[59.049, 103.075, 89.06]",-1.03
COCCOCCOCCOC,-0.09,"[59.048, 59.55, 81.565, 118.081, 140.093, 163.113]",-1.03
CCOP(=O)(OCC)OCC,0.71,"[155.048, 127.016, 183.08, 127.016, 155.048, 128.021, 127.016, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 116.995, 98.984, 116.995, 127.016, 98.984, 116.995, 80.974]",-1.06
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,4.24,"[440.228, 441.232, 292.153, 559.265, 440.227, 560.267, 440.227, 441.23, 422.216, 440.227, 292.152, 250.104, 250.105, 276.121, 292.152, 559.265, 560.267, 561.269, 250.103, 440.223, 559.26, 440.224, 466.202, 422.212, 559.26, 440.224, 466.202, 440.223, 292.15, 422.212, 250.103, 276.118, 292.15, 250.103, 276.119, 249.095, 250.103, 276.118, 248.087, 248.087, 250.103, 235.079, 559.26, 440.223, 466.202, 440.223, 292.15, 422.213, 250.103, 276.118, 292.15, 250.103, 276.118, 249.095, 250.103, 276.118, 248.087, 248.087, 235.079, 250.103, 440.223, 466.202, 422.212]",-5.95
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,3.03,"[591.427, 749.523, 158.118, 749.517, 591.422, 750.519, 591.422, 158.117, 592.424, 158.116, 591.42, 573.409, 749.517, 750.521, 751.525]",-3.16
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2.5,"[337.217, 319.207, 181.102]",-3.87
C[C@@]1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,4.81,"[331.144, 238.11, 195.081, 195.081, 107.06, 92.049, 195.081, 92.049, 93.057, 92.049, 195.081, 93.057, 93.057, 92.049, 65.039, 65.039, 93.057, 92.049]",-5.24
CN[C@@H](C)Cc1ccccc1,2.23,"[119.086, 150.128, 91.054, 150.128, 119.086, 91.054, 150.128, 91.054, 119.085, 91.054, 150.128, 119.085, 91.054, 119.086, 150.128, 91.054, 119.085, 65.038, 91.054, 65.039, 79.054, 150.128, 119.086, 91.054, 150.128, 91.054, 119.086, 91.054, 150.128, 119.086, 91.054, 119.085, 150.128, 91.054, 119.085, 65.039, 91.054, 65.039, 119.086, 119.086, 150.128, 91.054]",-2.21
CCCCOc1ccc(OCCCN2CCOCC2)cc1,3.03,"[294.206, 100.076, 128.107, 294.206, 128.107, 100.076, 100.076, 128.107, 294.206, 100.076, 123.044, 128.107, 100.076, 123.044, 70.065, 100.076, 70.065, 56.05, 100.076, 56.05, 70.065, 56.05, 70.065, 65.039, 56.05, 65.039, 70.065]",-3.12
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,3.97,"[319.073, 233.036, 321.072, 233.036, 235.033, 234.039, 233.036, 138.993, 121.027, 138.993, 140.991, 121.027, 138.993, 121.028, 140.991, 233.036, 138.994, 121.028, 319.073, 233.036, 138.994, 233.037, 138.994, 319.073, 233.036, 138.994, 121.028, 138.994, 121.028, 233.036, 138.995, 121.028, 139.006, 138.994, 139.006, 121.028, 319.073, 233.036, 121.028, 233.036, 138.994, 319.073, 233.036, 138.994, 121.028, 138.994, 121.028, 233.036, 138.994, 121.028, 139.006, 138.994, 139.006, 121.028, 233.036, 121.028]",-4.8
COCCOCCOCCOCCOCCO,-0.42,"[165.114, 147.101, 103.075, 89.06]",-1.78
N=C(N)c1ccccc1,0.28,"[121.077, 122.08, 121.077, 122.081, 104.049]",-1.85
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.79,"[176.049, 98.084, 130.056, 176.048, 224.097, 270.09, 130.055, 176.048, 125.005, 125.005, 130.055, 148.075, 125.005, 148.075, 135.091, 315.149, 270.091, 176.048]",-3.6
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,2.41,"[411.226, 191.12, 411.224, 191.12, 192.123, 191.121, 411.225, 192.123, 191.121, 192.124, 411.224, 191.122, 192.124, 163.125, 191.118, 411.219, 110.06]",-3.47
CN1CC(=O)N=C1N,-1.77,"[114.066, 86.071, 58.065, 98.072, 98.072, 58.065, 57.033, 58.065, 57.033, 98.072]",-0.28
CN1CC(=O)N=C1N,-1.77,"[58.065, 65.054, 93.055]",-0.28
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,3.91,"[611.358, 447.264, 183.107, 155.118]",-5.51
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,4.68,"[245.201, 115.054, 145.101, 245.201, 189.139, 229.169, 245.201, 189.139, 175.148, 245.201, 189.139, 175.148, 245.201, 189.138, 229.17, 229.17, 119.085, 133.101]",-4.44
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,-0.29,"[359.166, 360.169, 202.091, 202.09, 219.118, 359.165, 130.069, 202.089, 219.117, 130.068, 200.076, 156.084, 202.09, 342.137, 315.173, 359.164, 315.173, 202.089, 97.065, 202.089, 219.116, 97.065, 69.07, 130.068, 97.065, 69.07, 79.054, 97.065, 69.07, 79.054, 97.065, 69.07, 79.054, 359.163, 315.173, 202.089, 97.065, 202.089, 219.116, 97.065, 130.068, 69.07, 97.065, 69.07, 79.054, 97.065, 69.07, 79.054, 97.065, 69.07, 79.054, 202.089, 342.136, 315.173]",-3.55
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.65,"[386.135, 387.137, 368.123, 386.131, 368.12, 387.136, 270.096, 386.132, 189.082, 386.131, 342.141, 368.12, 342.141, 386.131, 368.121, 299.099, 386.131, 368.121, 299.099, 285.084, 386.131, 255.073, 256.057, 148.056, 227.054, 255.073, 256.057, 227.054, 226.046, 107.029, 107.029, 226.046, 75.023, 75.023, 107.029, 199.035]",-2.96
O=c1cc(O)c2ccccc2o1,0.7,"[117.035, 118.038, 161.024, 161.526]",-0.81
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,3.37,"[312.196, 294.185, 161.096, 312.196, 294.185, 161.096, 312.196, 161.096, 135.08, 135.08, 161.096, 159.081, 91.054, 135.08, 105.07, 91.054, 105.07, 79.054]",-3.61
CCNc1nc(Cl)nc(NC(C)C)n1,2.7,"[216.101, 218.098, 217.103, 174.053, 216.101, 176.05, 174.053, 132.032, 176.05, 146.022, 132.032, 174.053, 146.022, 132.032, 138.076, 216.101, 174.054, 96.056, 174.054, 138.103, 96.056, 216.101, 216.101, 174.055, 96.056, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 104.001, 174.054, 68.024, 104.001, 68.024, 79.006, 216.101, 216.101, 174.054, 96.055, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 174.054, 104.001, 68.024, 104.001, 68.024, 79.006, 174.054, 138.103, 96.056, 174.054, 216.101, 104.001, 104.001, 174.054, 96.055, 174.054, 216.101, 138.103, 174.054, 138.103, 96.056, 174.054, 216.101, 96.056, 174.054, 216.101, 138.102]",-3.9
CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,3.39,"[172.112, 270.149, 288.159, 172.112, 270.149, 210.128, 172.112, 144.081, 143.073, 172.112, 143.073, 144.081, 143.073, 144.081, 172.112, 143.073, 180.081, 144.081]",-3.87
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,5.45,"[471.347, 471.347, 235.169, 317.211, 189.164, 135.117, 149.096, 107.085, 95.085, 149.096, 107.085, 95.085, 119.086, 91.054, 105.07, 93.07, 91.054, 79.054, 105.07, 91.054, 95.049, 79.054, 91.054, 65.039, 95.049]",-5.44
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.25,"[138.994, 358.084, 174.091, 174.091, 138.995, 312.079, 358.084, 138.995, 174.091, 138.994, 174.091, 312.078, 138.994, 174.091, 110.999, 138.994, 139.006, 87.0, 138.995, 87.0, 111.0, 139.006, 138.995, 87.0, 358.084, 138.995, 174.091, 138.995, 174.091, 358.085, 138.995, 174.091, 87.0, 138.995, 139.006, 87.0, 138.995, 139.006, 87.0, 139.006, 138.995, 87.0, 174.091, 138.995, 312.079]",-5.17
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.81,"[309.155, 310.159, 311.153, 294.149, 307.157, 295.154, 309.166, 294.149, 266.13, 266.131, 279.125, 171.083, 266.131, 279.126, 276.115, 309.16, 190.123, 188.107, 120.044, 188.107, 309.16, 120.044, 92.049, 160.112, 92.049, 65.039, 120.044, 92.049, 65.039, 95.049, 65.039, 92.049, 95.049, 65.039, 95.049, 105.045, 65.039, 95.049, 77.039, 51.023, 65.039, 50.015]",-3.33
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.66,"[343.19, 325.18, 307.169, 343.19, 325.179, 307.169, 147.08, 343.19, 289.158, 147.08, 171.081, 173.095, 147.081, 121.065, 171.08, 147.08, 121.064, 171.081, 121.064, 343.19, 325.18, 307.17, 147.08, 343.19, 173.096, 147.081, 173.096, 171.08, 171.08, 147.081, 147.08, 121.065, 119.086, 121.065, 343.19, 325.18, 307.169, 163.112, 121.065, 145.101, 105.07, 121.064, 163.111, 343.19, 163.112, 325.18, 163.112, 343.19, 325.179]",-3.18
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,2.77,"[255.065, 199.075, 137.023, 255.065, 199.075, 227.07, 181.065, 137.023, 91.054, 199.075, 255.065, 137.023, 199.075, 137.023, 227.07]",-3.28
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,2.77,"[128.061, 132.542, 144.541, 181.063, 199.074, 213.072, 255.065, 256.068, 256.57]",-3.28
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,2.31,"[225.139, 294.171, 210.115]",-3.65
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.55,"[158.028, 174.056, 192.048]",-3.07
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.12,"[337.228, 338.231, 339.234, 337.228, 188.143, 338.231, 188.143, 337.228, 189.146, 188.143, 132.08, 134.096, 132.08, 188.143, 134.095, 337.227, 188.143, 105.07, 188.143, 337.227, 105.07, 188.143, 105.07, 134.096, 105.07, 188.143, 132.081, 105.07, 79.054, 103.054, 105.07, 79.054, 103.054, 105.07, 79.054, 103.054, 95.049, 79.054, 105.045, 95.049, 105.045, 51.023]",-4.15
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.9,"[248.165, 174.128, 220.133, 248.165, 174.128, 220.133, 220.133, 248.165, 174.128, 220.133, 70.065, 174.128, 70.065, 174.128, 131.086, 70.065, 91.054, 103.054]",-2.35
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,7.25,"[131.085, 278.073, 422.167, 423.17, 423.668, 496.186, 586.218, 586.72, 587.719]",-7.85
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.99,"[286.146, 287.149, 288.151, 286.146, 287.149, 229.087, 286.146, 287.149, 201.092, 165.071, 181.066, 286.146, 153.071, 165.071, 181.066, 201.091, 229.086, 268.133, 286.144, 286.144, 229.086, 201.092, 286.144, 201.091, 229.086, 286.144, 201.091, 185.06, 181.065, 165.07, 153.07, 153.07, 165.07, 181.065, 286.144, 286.144, 229.086, 268.134, 286.144, 201.091, 229.086, 286.144, 201.091, 185.06, 181.065, 165.07, 185.06, 153.07, 165.07, 157.065, 201.091, 229.086, 268.133]",-1.45
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,2.72,"[109.064, 119.085, 83.049, 109.064, 91.054, 105.07, 281.19, 299.2, 263.179, 281.19, 223.148, 263.179]",-4.65
CNCCC=C1c2ccccc2CCc2ccccc21,4.65,"[91.054, 233.133, 105.071, 264.175, 233.132, 91.054, 233.132, 264.175, 91.054, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 203.085, 115.054, 91.054, 202.078, 115.054, 202.078, 91.054, 115.054, 65.039, 115.054, 189.07]",-5.48
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,3.61,"[313.15, 314.153, 315.149, 313.15, 256.092, 314.152, 256.092, 213.049, 282.107, 256.092, 198.026, 213.049, 198.026, 169.077, 213.049]",-3.52
CNC[C@H](O)c1cccc(O)c1,-0.69,"[150.091, 168.102, 109.065, 150.091, 109.065, 168.102, 150.091, 109.065, 91.054, 150.091, 91.054, 135.068, 91.054, 135.068, 109.065, 91.054, 107.049, 135.068]",-0.88
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,2.89,"[241.134, 286.192, 121.065, 121.065, 241.134, 286.192, 121.065, 241.134, 72.081, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 241.134, 286.192, 121.065, 121.065, 241.134, 286.192, 121.065, 241.134, 72.081]",-2.56
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,-1.51,"[288.086, 176.093, 270.075, 288.086, 176.093, 270.075, 176.093, 288.086, 136.062, 176.093, 136.062, 159.066, 176.093, 159.066, 136.062, 159.067, 136.062, 176.093]",-2.19
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1.56,"[182.037, 138.994, 114.091, 269.106, 182.036, 138.994, 182.037, 269.105, 138.994, 182.037, 138.994, 269.105, 182.037, 138.995, 114.091, 138.995, 182.037, 114.092, 138.995, 139.006, 182.037, 269.105, 182.037, 182.037, 269.106, 138.994, 182.037, 138.994, 269.106, 182.037, 138.995, 114.091, 138.995, 182.037, 139.006, 138.995, 139.006, 182.037, 182.037, 114.091, 138.994]",-2.38
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.71,"[385.237, 325.216, 267.174]",-5.06
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.71,"[209.132, 224.155, 267.174, 274.686, 325.216, 385.238, 385.74]",-5.06
COC(=O)/N=c1\[nH]c2ccc([S@@](=O)c3ccccc3)cc2[nH]1,2.22,"[316.075, 317.078, 318.073, 316.075, 191.069, 284.049, 159.042, 191.069, 267.046, 159.042, 191.032, 267.047, 159.042, 266.038, 191.032]",-2.76
