SMILES,frag_list,Kow
CN1CCN(CC1)c1cc2c(cc1F)C(=O)C(=CN2c1ccc(F)cc1)C(O)=O,"[400.15, 401.153, 356.16, 400.151, 401.154, 356.16, 400.15, 401.154, 382.14, 400.15, 299.101, 401.152, 400.151, 299.1, 185.108, 400.151, 401.154, 402.156, 400.147, 356.157, 382.136, 356.157, 400.147, 382.136, 299.099, 400.147, 382.137, 299.099, 58.065, 279.093, 58.065, 70.065, 256.057, 227.054, 58.065, 209.064, 208.056, 226.047, 107.029, 107.029, 181.045, 75.023, 75.023, 107.029, 57.014]",0.89
CN1CCN=C(c2cc(Cl)ccc12)c1ccccc1,"[271.1, 242.073, 180.045, 271.1, 242.073, 180.045, 271.1, 91.054, 242.073, 91.054, 207.104, 271.1, 91.054, 207.104, 165.021, 91.054, 207.104, 165.021]",4.41
CN1CCN2C(C1)c1ccccc1Cc1ccccc21,"[265.17, 208.112, 58.065, 265.17, 208.112, 58.065, 58.065, 208.112, 265.17, 58.065, 208.112, 118.065, 58.065, 91.054, 118.065, 58.065, 91.054, 193.089, 91.054, 58.065, 115.054, 91.054, 65.039, 115.054, 65.039, 89.038, 91.054]",4.24
CNC(=C[N+]([O-])=O)NCCSCc1ccc(CN(C)C)o1,"[176.049, 98.084, 130.056, 176.048, 224.097, 270.09, 130.055, 176.048, 125.005, 125.005, 130.055, 148.075, 125.005, 148.075, 135.091, 315.149, 270.091, 176.048]",0.27
CNC(=O)CSP(=O)(OC)OC,"[214.031, 182.988, 196.02, 124.982, 154.993, 142.993, 124.983, 142.993, 154.993, 124.983, 142.993, 127.016, 124.983, 142.993, 127.016]",-0.74
CNC(=O)CSP(=S)(OC)OC,"[198.966, 230.008, 170.97, 124.982, 170.97, 142.993, 124.982, 142.993, 156.954, 124.982, 142.993, 156.954, 124.982, 142.993, 123.998, 142.993, 198.965, 170.97, 198.965, 170.97, 197.981, 198.965, 170.97, 230.007, 170.97, 198.965, 124.982, 124.982, 142.993, 170.97, 124.982, 142.993, 156.954, 124.982, 142.993, 78.994, 124.982, 142.993, 78.994, 198.965, 170.97, 230.007, 170.97, 198.965, 124.982, 124.982, 142.993, 170.97, 124.982, 142.993, 156.954, 124.982, 142.993, 78.994, 124.982, 142.993, 78.994, 198.965, 170.97, 197.981, 124.982, 142.993, 170.97, 124.982, 142.993, 78.994, 198.965, 170.97, 88.021, 198.964, 170.97, 88.021]",0.78
CNC(=O)Nc1ccc(Cl)c(Cl)c1,"[219.008, 221.005, 161.986, 161.986, 127.017, 163.983, 127.017, 129.014, 161.986, 127.017, 129.014, 128.02, 127.017, 129.014, 128.02, 161.987, 127.019, 144.961, 219.009, 161.987, 219.009, 161.987, 127.019, 161.987, 127.019, 219.008, 127.018, 161.987, 159.971, 127.018, 161.987, 58.029, 127.019, 58.029, 159.971, 219.009, 161.987, 127.018, 219.009, 161.987, 127.018, 161.987, 127.018, 219.009, 127.018, 161.987, 58.029, 127.019, 161.987, 159.972, 127.018, 58.029, 161.987, 161.987, 127.018, 187.966]",2.94
CNC(=O)Oc1cc(C)c(SC)c(C)c1,"[121.065, 169.068, 122.073, 169.068, 121.065, 122.073, 169.068, 121.065, 226.09, 169.068, 121.065, 122.073, 121.065, 169.068, 122.073, 121.065, 122.073, 93.07, 121.065, 122.073, 93.07, 121.065, 107.049, 122.073, 169.068, 121.065, 226.09, 169.068, 121.065, 122.073, 121.065, 169.068, 122.073, 121.065, 122.073, 93.07, 121.065, 122.073, 93.07, 121.065, 107.049, 122.073, 169.068, 121.065, 122.072, 121.065, 122.073, 91.054, 121.065, 122.073, 91.054, 169.068, 121.065, 148.076, 169.068, 121.065, 148.076]",2.92
CNC(=O)Oc1cccc2ccccc21,"[145.065, 117.07, 155.06, 145.065, 117.07, 58.029, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06]",2.36
CNC(=O)Oc1cccc2OC(C)(C)Oc21,"[109.028, 167.07, 59.049, 109.028, 81.033, 81.033, 109.028, 167.07, 109.028, 193.049, 167.07, 109.028, 193.05]",1.7
CNC(C)Cc1ccccc1,"[119.086, 150.128, 91.054, 150.128, 119.086, 91.054, 150.128, 91.054, 119.085, 91.054, 150.128, 119.085, 91.054, 119.086, 150.128, 91.054, 119.085, 65.038, 91.054, 65.039, 79.054, 150.128, 119.086, 91.054, 150.128, 91.054, 119.086, 91.054, 150.128, 119.086, 91.054, 119.085, 150.128, 91.054, 119.085, 65.039, 91.054, 65.039, 119.086, 119.086, 150.128, 91.054]",2.07
CNC[C@H](O)c1cc(O)c(O)cc1,"[166.086, 135.044, 148.076, 166.086, 135.044, 107.049, 166.086, 107.049, 135.044, 107.049, 151.063, 166.086, 107.049, 151.063, 123.044, 107.049, 123.044, 79.054]",-1.2
CNC[C@H](O)c1cc(O)ccc1,"[150.091, 168.102, 109.065, 150.091, 109.065, 168.102, 150.091, 109.065, 91.054, 150.091, 91.054, 135.068, 91.054, 135.068, 109.065, 91.054, 107.049, 135.068]",-0.31
CNC1C[N+]([O-])=C(c2cc(Cl)ccc2N=1)c1ccccc1,"[282.08, 283.087, 227.05]",2.44
CNc1ccccc1,"[93.057, 108.081, 91.054]",1.66
CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1,"[310.142, 311.145, 148.111, 265.158, 223.111, 247.148, 219.116, 223.111, 265.157, 204.093, 219.116, 218.107, 204.092, 194.071, 167.085, 310.142, 148.112, 148.112, 310.142, 148.112, 91.054, 310.141, 148.112, 91.054, 117.07, 91.054, 117.07, 148.112, 117.07, 91.054, 117.07, 91.054, 115.054, 117.07, 91.054, 115.054, 148.112, 148.112, 117.069]",4.05
CNCCC=C1c2ccccc2CCc2ccccc21,"[91.054, 233.133, 105.071, 264.175, 233.132, 91.054, 233.132, 264.175, 91.054, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 203.085, 115.054, 91.054, 202.078, 115.054, 202.078, 91.054, 115.054, 65.039, 115.054, 189.07]",4.51
CO[C@]1(C)C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@H]2C)O[C@@H](C)[C@@H]1O,"[158.117, 734.47, 576.385, 158.117, 576.374, 158.118, 159.12, 158.118, 576.375, 522.343, 716.458, 734.468, 158.118, 158.118, 83.049, 116.107, 83.049, 158.117, 116.107, 83.049, 83.049, 83.049, 734.468, 158.118, 158.118, 83.049, 116.107, 83.049, 158.117, 116.107, 83.049, 116.07, 116.107, 83.049, 72.081, 83.049, 576.374, 522.342, 716.458]",3.06
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)[N@@]2C,"[304.156, 305.158, 182.117, 182.117, 304.156, 305.158, 182.117, 150.09, 183.12, 182.117, 150.09, 119.048, 182.116, 119.048, 150.09, 182.118, 150.091, 272.128, 304.155, 304.154, 182.118, 82.065, 182.118, 82.065, 304.155, 182.118, 105.034, 82.065, 105.034, 82.065, 182.118, 105.034, 82.065, 77.039, 304.154, 182.118, 304.154, 182.118, 82.065, 182.118, 82.065, 304.154, 182.118, 105.034, 82.065, 105.034, 82.065, 91.054, 105.034, 82.065, 77.039, 182.118, 150.091, 272.128]",2.3
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)c1ccco1,"[270.113, 242.118, 302.139, 242.118, 95.013, 270.113, 95.013, 242.118, 146.096, 95.013, 242.118, 83.013, 95.013, 83.013, 105.07, 95.013, 83.013, 105.07]",2.61
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)Cc1ccccc1,"[148.112, 91.054, 294.149, 294.149, 208.133, 326.175, 148.112, 208.133, 91.054, 148.112, 91.054, 121.089, 148.112, 91.054, 121.089, 91.054, 148.112, 121.089, 91.054, 148.112, 121.089, 294.15, 208.133, 266.155, 294.149, 208.133, 266.154]",3.4
COC(=O)C1C(C(C(=O)OCC)=C(C)NC=1C)c1cc(ccc1)[N+]([O-])=O,"[315.098, 329.113, 361.139]",2.88
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,"[330.91, 98.984, 298.883, 98.984, 298.884, 330.91, 98.984, 298.884, 270.888, 98.984, 220.896, 270.888, 98.984, 220.896, 164.906, 98.984, 164.906, 220.896, 98.984, 164.906, 129.937, 98.984, 129.937, 164.906, 98.984, 129.937, 141.937]",4.28
COC(=O)c1c[n]cc[n]1,"[97.04, 125.034, 139.05]",-0.23
COC(=O)c1ccccc1C(=O)OC,"[163.039, 195.065, 163.039, 133.028, 77.038, 163.039, 133.029, 135.044, 163.039, 135.044, 133.028, 163.039, 135.044, 133.029, 95.049, 77.039, 105.045, 92.026, 77.038, 95.049, 92.026, 63.023, 77.038, 63.023, 51.023, 64.031]",1.6
COC(=O)c1ccccc1S(N)(=O)=O,"[199.006, 184.006, 142.996, 199.006, 216.032, 184.006, 199.006, 135.044, 184.006, 135.044, 199.006, 184.006, 135.044, 130.04, 77.039, 130.04, 135.044, 77.038, 130.04, 77.038, 92.026, 199.006, 216.032, 184.006, 199.006, 135.044, 184.006, 135.044, 199.006, 184.006, 135.044, 130.04, 77.038, 130.04, 77.038, 135.044, 130.04, 77.039, 92.026, 199.006, 142.996, 142.003]",0.01
COC(=O)Nc1[nH]c2ccc(cc2[n]1)C(=O)c1ccccc1,"[296.103, 297.106, 264.077, 264.077, 296.103, 265.081, 264.077, 265.08, 296.104, 264.077, 265.08, 186.03, 264.078, 159.042, 160.05, 264.077, 296.103, 105.034, 296.103, 264.077, 264.077, 296.103, 105.033, 264.077, 105.034, 296.103, 264.077, 105.034, 95.049, 105.034, 264.077, 95.049, 105.034, 95.049, 105.045, 95.049, 105.045, 77.039, 105.045, 95.049, 77.039, 51.023, 50.015, 77.026]",2.83
COC(=O)Nc1[nH]c2ccccc2[n]1,"[160.05, 192.077, 132.056, 192.077, 160.051, 59.013, 160.05, 192.077, 59.013, 160.05, 192.077, 132.055, 160.05, 132.056, 192.077, 160.05, 132.056, 92.049, 160.05, 132.056, 105.045, 105.045, 132.056, 65.039, 65.039, 105.045, 90.034, 65.039, 105.045, 90.034, 160.05, 133.064, 160.05, 133.063, 160.05, 160.05]",1.52
COC(=O)NS(=O)(=O)c1ccc(N)cc1,"[156.011, 188.037, 108.044, 156.011, 231.043, 108.044, 156.011, 108.044, 92.049, 108.044, 156.011, 92.049, 108.044, 92.049, 65.038, 92.049, 108.044, 65.038, 92.049, 65.039, 108.044, 156.011, 231.043, 108.044, 156.012, 108.044, 92.049, 108.044, 156.011, 92.049, 108.044, 92.049, 65.038, 92.049, 108.044, 65.038, 92.049, 65.039, 108.044, 156.011, 188.037, 108.044]",-0.27
COc1[n]c(cc(NS(=O)(=O)c2ccc(N)cc2)[n]1)OC,"[156.011, 311.081, 156.076, 156.011, 156.076, 154.06, 154.06, 140.045, 156.076, 154.061, 141.052, 140.045, 311.081, 156.077, 156.011, 245.103, 156.077, 156.011, 311.081, 156.012, 311.081, 156.077, 156.011, 156.077, 156.011, 108.044, 156.077, 108.044, 92.049, 108.044, 92.049, 156.077, 108.044, 92.049, 65.039, 311.081, 156.077, 108.044, 311.081, 156.077, 156.011, 156.077, 156.011, 108.044, 156.077, 108.044, 92.049, 108.044, 92.049, 156.077, 92.049, 108.044, 65.038, 156.077, 245.103, 156.011]",1.63
COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,"[226.166, 227.169, 184.118, 226.166, 184.118, 142.071, 142.071, 184.118, 226.166, 142.072, 184.119, 143.074, 142.071, 143.075, 125.045, 184.119, 142.072, 226.166, 226.166, 226.167, 184.119, 142.073, 226.166, 184.119, 142.072, 142.072, 184.119, 226.166, 142.072, 100.051, 86.035, 142.072, 86.035, 100.051, 226.166, 184.119, 211.142, 226.166, 184.119, 142.072, 226.166, 184.119, 142.072, 142.072, 184.119, 226.166, 142.072, 86.035, 100.051, 142.072, 86.035, 100.051, 184.119, 142.072, 226.166]",2.99
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,"[145.007, 85.04, 71.024, 85.04, 145.007, 71.024, 85.04, 71.024, 58.029, 85.04, 71.024, 58.029, 58.029, 85.04, 71.024, 58.029, 85.04, 71.024]",2.2
COc1c(C(O)=O)c(Cl)ccc1Cl,"[202.966, 202.965, 202.967, 202.966, 202.966, 202.966]",2.21
COc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,"[230.117, 123.067, 261.099, 291.146, 230.117, 291.146, 123.067, 261.098, 291.145, 261.098, 230.116, 261.098, 275.114, 230.116, 123.067, 261.098, 257.103, 123.067, 81.045, 229.109, 291.146, 261.097, 291.146, 123.067, 261.098, 291.146, 261.098, 230.116, 261.098, 275.114, 123.067, 123.067, 261.098, 257.103, 123.067, 81.045, 229.108, 230.117, 123.067, 261.098, 261.099, 230.117, 275.114, 123.067, 229.109, 110.059, 291.146, 230.117, 123.067, 230.117, 123.067, 261.099]",0.91
COc1c(NS(=O)(=O)c2ccc(N)cc2)[n]c[n]c1OC,"[156.012, 108.046, 311.083]",0.7
COc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,"[156.012, 281.072, 126.066]",0.41
COc1cc(ccc1N)-c1cc(OC)c(N)cc1,"[230.106, 213.103, 215.082, 187.087, 198.079, 215.082, 230.106, 213.103, 214.111, 230.106, 213.103, 214.111]",1.81
COc1cc(N)c(cc1C(=O)NCC1CCCN1CC)S(=O)(=O)CC,"[370.181, 242.048, 371.183, 370.181, 371.183, 242.048, 242.048, 370.181, 243.051, 196.006, 242.048, 243.051, 196.006, 242.048, 214.016, 242.048, 112.112, 155.118, 370.18, 242.05, 277.177, 370.18, 242.048, 112.112, 242.048, 112.112, 370.181, 242.048, 196.006, 112.112, 196.006, 242.048, 112.112, 196.006, 149.047, 168.011, 370.18, 242.05, 196.007, 370.18, 242.048, 112.112, 242.048, 112.112, 370.18, 242.048, 196.006, 112.112, 196.006, 242.048, 112.112, 196.006, 149.047, 168.011, 242.048, 112.112, 155.118]",1.1
COc1cc(N)c(Cl)cc1C(=O)NCCN(CC)CC,"[227.058, 184.016, 212.034, 300.148, 227.058, 184.016, 227.058, 300.147, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 212.035, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 300.147, 227.058, 184.015, 227.058, 300.148, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 183.032, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 227.058, 184.016, 212.034]",2.62
COc1cc(O)c(cc1)C(=O)c1ccccc1,"[151.039, 229.086, 105.033, 151.039, 229.086, 105.034, 151.039, 105.034, 77.039, 229.086, 151.039, 105.034, 229.086, 151.039, 105.034, 151.039, 105.034, 229.086, 151.039, 105.034, 95.049, 151.039, 105.034, 95.049, 151.039, 95.049, 105.034, 229.086, 151.039, 105.033, 229.086, 151.039, 105.034, 151.039, 105.034, 229.086, 151.039, 105.034, 95.049, 151.039, 105.034, 95.049, 151.039, 95.049, 105.034, 151.039, 105.034, 77.039, 229.086, 151.039, 105.034, 151.039, 105.034, 77.039, 77.039, 95.049, 151.039]",3.79
COc1cc2ccc[n]c2cc1,"[160.076, 145.053, 117.058]",2.2
COc1ccc(cc1C(=O)NCCN(CC)CC)S(C)(=O)=O,"[329.153, 256.064, 74.096, 256.064, 329.153, 74.096, 256.064, 213.022, 212.037, 256.064, 213.021, 212.038, 213.021, 212.037, 133.052, 213.021, 133.052, 134.036]",0.9
COc1ccc(cc1Cl)NC(=O)N(C)C,"[229.074, 72.044, 184.016, 72.044, 229.074, 156.021, 72.044, 156.021, 229.074, 72.044, 156.021, 149.047, 72.044, 156.021, 106.029, 72.044, 106.029, 156.021, 72.044, 80.013, 56.013, 72.044, 56.013, 52.018, 72.044, 52.018, 56.013]",1.64
COc1ccc(Cc2c[n]c(N)[n]c2N)cc1OC,"[261.136, 245.104, 123.067, 261.135, 123.066, 246.11, 261.135, 123.067, 246.111, 245.103, 261.135, 123.067, 245.103, 123.067, 217.108, 245.103, 123.067, 81.045, 123.067, 81.045, 245.103, 81.045, 123.067, 54.034, 81.045, 54.034, 95.049, 54.034, 95.049, 89.039]",0.97
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,"[281.07, 279.091, 282.074, 156.011, 204.043, 281.07, 156.011, 126.066, 124.086, 126.066, 124.086, 156.011, 126.066, 124.087, 172.075]",0.32
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,"[300.161, 301.165, 302.167, 300.162, 301.165, 243.103, 300.162, 301.165, 215.108, 199.076, 165.071, 300.161, 165.071, 153.071, 181.066, 215.107, 243.101, 225.091, 300.159, 300.159, 243.101, 215.107, 300.159, 215.107, 243.101, 300.16, 215.107, 199.075, 165.07, 199.075, 181.065, 165.07, 153.07, 181.065, 300.159, 300.159, 243.101, 282.149, 300.159, 215.107, 243.101, 300.159, 215.107, 199.075, 165.07, 199.075, 181.065, 165.07, 153.07, 181.065, 215.107, 243.101, 225.091]",1.19
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,"[220.133, 192.138, 160.112, 248.128, 220.133, 192.138, 280.154, 248.128, 220.133, 192.138, 220.133, 160.112, 192.138, 160.112, 220.133, 160.112, 192.138, 148.112, 160.112, 134.096, 132.081, 132.081, 134.096, 160.112, 280.154, 248.128, 220.133, 192.138, 220.133, 160.112, 192.138, 160.112, 220.133, 160.112, 192.138, 148.112, 160.112, 134.096, 145.089, 132.081, 134.096, 160.112, 248.128, 220.133, 192.138]",1.68
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,"[219.113, 102.055, 132.081, 219.113, 133.089, 132.081, 133.089, 132.081, 119.086, 132.081, 133.089, 117.057, 132.081, 133.089, 117.057, 132.081, 117.057, 118.065]",0.8
COCC(=O)Nc1c(I)c(c(I)c(c1I)C(=O)N(C)CC(O)CO)C(=O)NCC(O)CO,"[773.866, 572.901, 558.885, 791.877, 572.902, 558.887, 372.968, 558.886, 413.971, 317.926, 299.915, 423.797, 317.926, 299.915, 255.925, 317.926, 299.915, 117.021, 89.026, 117.021, 101.026, 572.901, 791.878, 558.885, 372.968, 386.983, 558.885, 317.925, 299.915, 423.796, 317.926, 299.915, 313.931, 317.926, 299.915, 271.92, 773.866, 572.9, 558.885]",-2.05
COCCc1ccc(OCC(O)CNC(C)C)cc1,"[268.192, 74.06, 72.08, 191.107, 116.107, 218.154, 268.191, 268.19, 116.107, 191.107, 268.19, 116.107, 74.06, 133.065, 74.06, 121.065, 133.065, 121.065, 74.06, 103.054, 105.07, 121.065, 268.191, 268.191, 116.107, 191.107, 268.191, 116.107, 74.06, 133.065, 74.06, 121.065, 133.065, 121.065, 105.07, 103.054, 105.07, 91.054, 191.107, 116.107, 218.154, 268.191, 116.107, 72.081, 268.191, 74.06, 72.081, 56.05, 74.06, 103.054, 133.065, 116.107, 121.065, 103.054, 105.07, 121.065, 268.191, 191.107, 116.107, 191.107, 116.107, 159.081]",1.88
COCCN(C(=O)CCl)c1c(C)cccc1C,"[224.084, 256.11, 226.081, 224.084, 226.081, 148.111, 148.111, 224.084, 226.081, 148.111, 133.087, 224.083, 148.111, 133.087, 118.064, 224.084, 148.112, 256.11, 224.084, 224.084, 256.11, 224.084, 256.11, 148.112, 224.084, 148.112, 132.081, 148.112, 224.084, 132.081, 148.112, 105.07, 132.081, 148.112, 105.07, 132.081, 224.084, 256.11, 173.015, 224.084, 256.11, 148.112, 224.084, 148.112, 132.081, 148.112, 224.084, 132.081, 148.112, 105.07, 132.081, 148.112, 105.07, 132.081, 224.084]",2.17
COCCOCCOC,"[103.075, 59.049, 103.075, 59.049, 135.101, 103.075, 59.049, 135.102, 59.049, 103.075, 59.049, 103.075, 59.049, 103.075, 59.049, 103.075, 59.049, 135.102, 103.075, 59.049, 135.102, 59.049, 103.075, 59.049, 103.075, 135.102, 59.049, 103.075, 59.049, 135.101, 103.075, 59.049, 135.101]",-0.36
COCN(C(=O)CCl)c1c(CC)cccc1CC,"[238.099, 240.095, 270.125, 162.127, 238.099, 240.095, 162.127, 147.103, 163.13, 147.103, 132.08, 162.127, 132.08, 147.103, 117.057, 238.1, 224.084, 162.128, 238.099, 270.125, 162.127, 238.099, 162.128, 224.083, 162.128, 238.099, 163.112, 162.128, 147.104, 163.112, 147.104, 162.128, 132.081, 147.104, 132.081, 162.128, 238.099, 270.126, 162.128, 238.099, 162.128, 224.084, 162.128, 238.099, 163.112, 162.128, 147.104, 163.112, 147.104, 162.128, 132.081, 132.081, 147.104, 146.096, 238.099, 162.128, 208.089]",3.52
CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"[159.972, 182.024, 249.019, 182.024, 159.972, 187.966, 249.019, 182.024, 159.971, 159.971, 182.024, 249.019, 159.972, 182.024, 160.979, 159.972, 160.979, 182.024, 132.961, 159.972, 160.979, 132.961, 160.979, 125.003, 249.019, 182.024, 159.971, 159.972, 182.024, 249.019, 159.972, 182.024, 160.979, 159.971, 160.979, 182.024, 132.961, 159.971, 160.979, 132.961, 160.979, 125.003, 182.024, 159.971, 187.966, 159.971, 182.024, 160.979, 132.961, 160.979, 125.003, 182.024, 159.971, 187.966, 182.024, 159.971, 187.966]",3.2
COP(=O)(NC(C)=O)SC,"[142.993, 144.989, 143.995, 142.993, 124.982, 142.008, 142.993, 124.982, 142.009, 124.982, 142.992, 110.966, 124.982, 142.991]",-0.85
COP(=O)(OC=C(Cl)Cl)OC,"[127.015, 220.953, 78.994, 220.953, 127.015, 144.982, 127.015, 220.953, 144.982, 127.015, 78.994, 220.953, 127.016, 78.994, 113.0, 127.015, 78.994, 113.0, 127.015, 78.994, 113.0, 127.015, 109.005, 78.994, 127.015, 78.994, 109.005, 109.005, 144.982, 127.015, 144.982, 109.005, 127.015]",1.43
COP(=O)(OC1C2CC=CC2C=1Cl)OC,"[127.015, 125.015, 251.024, 127.015, 125.015, 89.039, 127.016, 125.015, 89.039, 127.015, 125.015, 89.039, 127.015, 89.039, 125.015, 127.016, 89.039, 99.0]",2.32
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,"[160.039, 178.05, 113.06, 160.039, 133.028, 178.05, 160.039, 133.029, 105.034, 160.039, 133.028, 105.034, 160.039, 133.029, 105.034, 133.028, 95.049, 105.034]",2.78
COP(=S)(OC)SCN1N=Nc2ccccc2C1=O,"[142.993, 132.044, 260.981, 132.044, 142.993, 260.981, 142.993, 132.044, 104.049, 142.993, 132.044, 104.05, 142.993, 95.049, 105.034, 95.049, 105.045, 78.994, 95.049, 105.045, 77.039, 51.023, 95.049, 77.039, 51.023, 50.015, 95.049, 51.023, 50.015, 74.015]",2.75
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"[289.876, 124.982, 127.015, 321.902, 124.982, 142.993, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 124.982, 142.993, 321.902, 124.982, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 142.993, 124.982, 289.876, 124.982, 142.993]",4.31
COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC,"[264.009, 142.993, 249.994]",2.86
CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,"[200.097, 158.05, 242.143, 242.144, 158.049, 242.144, 200.097, 158.049, 242.143, 200.097, 158.05, 158.05, 200.096, 68.024, 158.05, 68.024, 116.028, 158.049, 68.024, 116.028, 242.144, 200.097, 227.12, 242.144, 200.096, 158.05, 242.143, 200.097, 158.05, 158.05, 200.096, 68.024, 158.05, 68.024, 116.028, 158.05, 68.024, 116.028, 200.097, 158.05, 242.143, 158.049, 200.096, 242.143, 158.049, 116.028, 85.051, 200.096, 158.049, 242.143, 200.096, 158.049, 152.118]",3.51
CSc1[n]c2ccccc2[s]1,"[182.009, 166.985, 183.011, 182.009, 166.986, 135.014, 182.009, 166.985, 182.009, 166.985, 135.013, 182.009, 166.986, 135.013, 166.986, 182.009, 135.013, 166.986, 182.009, 135.013, 166.986, 123.013, 109.01, 166.986, 109.01, 123.013, 65.038, 109.01, 96.003, 65.038, 68.979, 96.003, 182.01, 166.987, 135.014, 166.986, 182.01, 135.014, 166.986, 182.01, 136.022, 166.986, 136.022, 135.014]",3.15
CSC1=NN=C(C(=O)N1N)C(C)(C)C,"[215.096, 216.098, 217.092, 215.096, 187.101, 216.098, 187.1, 215.095, 131.038, 156.058, 131.038, 184.053, 156.058, 141.036, 140.039, 215.096, 187.101, 84.081, 187.101, 186.082, 131.027, 215.096, 215.096, 187.101, 186.082, 215.096, 187.101, 186.082, 187.101, 215.095, 131.039, 187.101, 74.006, 131.039, 74.006, 59.99, 58.04, 215.096, 186.083, 187.101, 215.096, 187.101, 186.082, 215.096, 187.101, 186.082, 187.101, 215.096, 131.039, 187.101, 74.006, 131.039, 74.006, 59.99, 58.04, 187.101, 186.082, 131.027]",1.7
FC(F)(F)c1cc(ccc1)N1CCNCC1,"[188.068, 211.104, 200.068, 231.111, 188.069, 231.111, 188.068, 229.094, 231.11, 188.068, 229.095, 188.068, 231.11, 229.095, 188.068, 119.073, 168.062, 188.068, 119.073, 118.065, 231.111, 188.069, 231.111, 188.068, 229.094, 231.111, 188.068, 229.095, 188.068, 231.111, 229.095, 188.068, 119.073, 168.062, 188.068, 119.073, 118.065, 188.068, 211.104, 200.068]",2.43
Fc1ccc(cc1)C(c1ccc(F)cc1)N1CCN(C/C=C/c2ccccc2)CC1,"[203.067, 405.214, 201.139]",5.78
N#Cc1c(Cl)cccc1Cl,"[171.971, 171.971, 171.971, 171.971, 164.002, 164.001, 171.971, 164.001, 100.018, 171.971, 171.971, 171.971, 164.001, 171.971, 164.001, 164.001, 171.972, 100.018]",2.74
n1c2cc(OC)c(OC)cc2c(N)nc1N3CCN(C(=O)C4Oc5ccccc5OC4)CC3,"[452.193, 344.172, 452.193, 344.172, 290.161, 344.172, 247.119, 290.161, 247.119, 231.088, 221.104, 231.088, 247.119, 98.06, 231.088, 205.072, 203.093]",3.3
NC(=O)c1[n][n](c[n]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"[113.046, 133.049, 114.03, 113.046, 114.03, 133.049, 113.046, 114.03, 70.04, 114.03, 113.046, 70.04, 114.03, 70.04, 113.046]",-1.85
NC(=O)c1c(Cl)cccc1Cl,"[189.981, 191.978, 172.954, 172.954, 174.952, 189.981, 172.954, 174.952, 173.958, 172.954, 174.952, 144.96, 172.966, 174.962, 144.96, 189.982, 172.956, 171.971, 172.956, 146.976, 171.972, 189.982, 172.955, 189.982, 172.955, 171.971, 172.956, 189.982, 171.971, 172.956, 189.982, 171.971, 172.956, 171.971, 164.001, 108.984, 164.001, 144.96, 189.982, 172.955, 189.982, 172.956, 146.976, 172.956, 189.982, 171.971, 172.956, 189.982, 172.966, 172.956, 172.967, 171.971, 172.967, 172.956, 108.984, 172.956, 146.976, 171.971, 172.955, 189.982, 171.971, 172.955, 171.971, 139.006, 172.955, 146.976, 171.972, 172.955, 146.976, 171.971]",0.77
NC(=O)c1ccc[n]c1,"[123.056, 80.05, 96.045]",-0.37
NC(=O)c1ccccc1,"[122.06, 105.034, 79.054]",0.64
NC(=O)c1ccccc1[N+]([O-])=O,"[150.019, 78.034, 51.023]",-0.12
