SMILES,frag_list,MP
O=P1(NCCCO1)N(CCCl)CCCl,"[233.001, 140.003, 106.042, 261.032, 140.003, 261.032, 233.001, 140.003, 140.003, 261.032, 106.042, 140.003, 142.018, 106.042, 140.003, 142.018, 120.021, 140.003, 63.0, 56.049, 261.032, 106.042, 233.002, 261.032, 140.003, 233.001, 140.003, 261.032, 106.042, 140.003, 142.018, 106.042, 140.003, 142.018, 120.021, 140.003, 63.0, 56.049, 233.001, 140.003, 106.042, 140.004, 142.019, 106.042, 140.004, 142.019, 106.042, 140.004, 106.042, 142.019, 140.004, 106.042, 142.019]",51.5
COP(=O)(OC=C(Cl)Cl)OC,"[127.015, 220.953, 78.994, 220.953, 127.015, 144.982, 127.015, 220.953, 144.982, 127.015, 78.994, 220.953, 127.016, 78.994, 113.0, 127.015, 78.994, 113.0, 127.015, 78.994, 113.0, 127.015, 109.005, 78.994, 127.015, 78.994, 109.005, 109.005, 144.982, 127.015, 144.982, 109.005, 127.015]",-60
S=C1NCCN1,"[103.032, 60.056, 86.006, 103.032, 86.006, 76.022, 103.032, 86.006, 76.022, 103.032, 86.006, 76.022, 103.032, 86.006, 76.022, 103.032, 86.006, 59.99, 103.032, 86.006, 59.99, 103.032, 86.006, 59.99, 59.99, 86.006, 58.995, 59.99, 58.995, 86.006]",203
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,"[149.024, 71.086, 167.034]",-55
Oc1cccc2ccc[n]c21,[117.058],75.5
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,"[145.007, 85.04, 71.024, 85.04, 145.007, 71.024, 85.04, 71.024, 58.029, 85.04, 71.024, 58.029, 58.029, 85.04, 71.024, 58.029, 85.04, 71.024]",39
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,"[233.092, 162.091, 177.066, 162.091, 177.066, 233.092, 162.091, 177.066, 105.033, 133.052, 144.081, 91.054, 133.052, 91.054, 106.065, 133.052, 91.054, 106.065, 104.049, 91.054, 89.038, 104.049, 91.054, 89.038, 104.049, 95.049, 65.038]",174
CCCC1=CC(=O)NC(=S)N1,"[171.06, 172.063, 154.033, 171.06, 154.033, 172.064, 154.034, 171.061, 142.019]",219
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,"[222.149, 240.159, 166.086, 148.076, 166.088, 149.079, 222.149, 166.087, 148.076, 240.16, 222.149, 148.076, 148.076, 222.149, 166.086, 148.076, 166.086, 222.149, 148.076, 121.065, 130.065, 148.076, 121.065, 130.065, 121.065, 91.054, 130.065, 240.16, 222.149, 148.076, 148.076, 222.149, 166.086, 148.076, 166.086, 222.149, 148.076, 121.065, 130.065, 148.076, 121.065, 130.065, 121.065, 91.054, 148.076, 222.149, 166.086, 148.076]",151
CN(C)C(=S)SSC(=S)N(C)C,"[88.022, 119.994, 195.938, 88.022, 119.994, 195.938, 88.022, 119.994, 76.022, 88.022, 119.994, 76.022, 88.022, 119.994, 76.022, 88.022, 72.998, 76.022, 88.022, 72.998, 76.022, 72.998, 88.022, 71.99, 72.998, 71.99, 88.022]",155.6
CN1C(=O)c2[nH]c[n]c2N(C)C1=O,"[181.072, 124.05, 142.061, 181.072, 124.05, 96.056, 181.072, 124.051, 96.056, 181.072, 124.051, 96.056, 181.072, 124.051, 96.056, 124.051, 181.072, 96.056, 124.051, 96.056, 69.045, 69.045, 124.051, 96.056, 69.045, 96.056, 109.027, 69.045, 54.021, 109.027, 69.045, 54.021, 67.029]",273
O=P(OCCCl)(OCCCl)OCCCl,"[63.0, 98.984, 284.961]",-35
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,"[299.162, 399.251, 199.073, 57.07, 299.162, 399.251]",-70
c1ccc[nH]1,"[68.05, 53.002]",-23.4
CN(C)c1ccc(Cl)cc1,"[156.057, 141.034, 121.088, 156.057, 141.034, 121.088, 141.034, 156.057, 121.088, 141.034, 156.057, 140.026, 141.034, 140.026, 156.057, 140.026, 141.034, 106.065, 140.026, 141.034, 105.057, 140.026, 105.057, 139.006, 75.023, 139.006, 140.026, 140.026, 141.034, 106.065, 156.058, 141.034, 121.089, 156.058, 141.034, 121.089, 141.034, 156.058, 140.026, 141.034, 156.058, 140.026]",35.5
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc21,"[270.08, 296.095, 244.063, 327.137, 192.068, 327.138, 270.079, 84.081, 270.079, 296.095, 84.081, 270.079, 192.068, 227.037, 192.069, 270.079, 227.037, 192.068, 226.029, 227.037, 327.138, 192.069, 270.08, 327.137, 270.079, 84.081, 270.08, 84.081, 296.095, 270.079, 192.068, 227.037, 192.068, 270.079, 227.037, 192.068, 226.029, 227.037, 270.079, 296.095, 244.064]",183.5
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"[361.201, 343.19, 163.112, 361.201, 163.112, 343.191, 163.112, 121.065, 145.101, 163.112, 121.065, 105.07, 105.07, 121.065, 93.07, 91.054, 105.07, 79.054, 91.054, 79.054, 95.049, 91.054, 115.054, 95.049, 91.054, 115.054, 65.039, 163.112, 121.065, 145.101, 105.07, 121.064, 163.111, 343.19, 163.112, 325.18, 163.112, 343.19, 325.179]",222
CCN1C=C(C(O)=O)C(=O)c2cc(F)c([n]c12)N1CCNCC1,"[321.136, 277.146, 303.124, 321.136, 234.104, 257.14, 321.136, 234.104, 206.073, 321.136, 250.062, 206.073, 250.062, 232.052, 204.057, 204.057, 250.062, 232.052]",222
CNC[C@H](O)c1cc(O)c(O)cc1,"[166.086, 135.044, 148.076, 166.086, 135.044, 107.049, 166.086, 107.049, 135.044, 107.049, 151.063, 166.086, 107.049, 151.063, 123.044, 107.049, 123.044, 79.054]",211.5
Cc1cccc(Nc2ccccc2C(O)=O)c1C,"[224.105, 242.116, 241.108, 224.103, 225.108, 223.095, 224.103, 209.079, 225.102, 209.08, 208.066, 180.073, 180.078, 208.073, 209.075, 224.107, 209.084, 242.118, 224.107, 223.099, 242.118, 224.107, 241.11, 224.107, 242.117, 223.1, 224.107, 209.083, 223.1, 224.107, 209.083, 208.076, 209.084, 224.107, 208.076, 209.083, 180.081, 208.076, 242.118, 224.107, 241.11, 224.107, 242.118, 223.099, 224.107, 209.083, 223.099, 224.107, 209.084, 208.076, 209.083, 224.107, 208.076, 209.084, 180.081, 208.076, 224.107, 223.099, 224.107, 209.084, 222.092, 209.084, 224.107, 180.081, 224.107, 224.107]",230.5
CN1C(=O)CC(C)(c2ccccc2)C1=O,"[204.102, 119.085, 126.055, 204.102, 119.085, 126.055, 119.085, 204.102, 69.034, 119.085, 91.054, 58.029, 91.054, 58.029, 119.086, 91.054, 58.029, 79.054]",52.5
Cc1[n]cc2CN=C(c3ccccc3F)c3cc(Cl)ccc3-[n]21,"[326.089, 328.085, 327.091, 326.089, 327.091, 291.119, 326.089, 291.119, 328.086, 291.12, 209.065, 249.084, 249.085, 223.081, 209.065, 326.086, 291.115, 325.077, 326.086, 291.117, 244.033, 291.117, 326.086, 244.033, 291.117, 249.082, 209.064, 291.117, 249.083, 209.064, 249.082, 222.071, 209.064]",159
[O-][N+](=O)c1cc2C(=NCC(=O)Nc2cc1)c1ccccc1,"[282.088, 268.085, 236.095, 282.087, 282.087, 236.094, 268.084, 236.094, 282.087, 268.084, 236.094, 180.081, 207.092, 180.081, 207.092, 236.094, 180.081, 207.092, 190.065, 152.062, 180.081, 190.065, 152.062, 163.054, 169.065, 152.062, 169.065, 150.046]",225
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c42)C(=O)CC[C@]53O,"[316.156, 317.159, 298.145, 298.146, 316.157, 299.149, 298.146, 256.135, 241.112, 241.111, 256.135, 298.145, 212.109, 241.112, 226.088]",219
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,"[281.07, 279.091, 282.074, 156.011, 204.043, 281.07, 156.011, 126.066, 124.086, 126.066, 124.086, 156.011, 126.066, 124.087, 172.075]",182.5
COc1c[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c1,"[156.012, 281.072, 126.066]",215
Cc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,"[156.012, 108.045, 68.049]",208
Cc1oc(NS(=O)(=O)c2ccc(N)cc2)[n]c1C,"[156.012, 113.072, 108.046]",193
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,"[163.039, 251.071, 309.112, 251.07, 163.039, 183.08, 121.028, 163.039, 155.085, 163.039, 251.07, 147.081, 163.039, 251.07, 147.08]",161
CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C,"[163.123, 253.17, 163.123, 294.196, 253.169, 163.123, 253.17, 163.123, 253.169, 122.097, 163.123, 122.096, 132.081, 122.096, 163.123, 132.081, 107.073, 122.096, 105.07, 163.123, 294.196, 253.17, 163.123, 253.17, 163.123, 122.096, 253.17, 163.123, 122.096, 132.081, 122.096, 163.123, 107.073, 107.073, 105.07, 122.096, 163.123, 253.17]",86
CC(Oc1cccc2ccccc21)C(=O)N(CC)CC,"[272.164, 199.075, 273.168, 171.08, 129.114, 199.075, 171.08, 129.114, 143.084, 171.08, 143.085, 153.069, 128.061, 153.068, 127.053, 199.076, 171.081, 128.107, 272.165, 199.076, 74.096, 129.115, 171.081, 199.075, 171.081, 129.115, 58.065, 171.081, 58.065, 72.081, 58.065, 72.081, 171.08, 58.065, 128.062, 72.081, 272.164, 199.075, 74.096, 129.115, 171.081, 199.076, 171.081, 129.115, 58.065, 171.081, 58.065, 72.081, 58.065, 72.081, 171.08, 58.065, 128.062, 72.081, 199.075, 171.081, 128.107]",75
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,"[160.039, 178.05, 113.06, 160.039, 133.028, 178.05, 160.039, 133.029, 105.034, 160.039, 133.028, 105.034, 160.039, 133.029, 105.034, 133.028, 95.049, 105.034]",72
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,"[304.009, 142.922, 86.06, 304.009, 86.06, 128.107, 86.06, 142.922, 304.009, 142.922, 86.06, 140.933, 142.922, 82.945, 140.933, 142.922, 82.945, 58.065, 82.945, 142.922, 58.065, 82.945, 142.922, 58.065, 82.945, 106.945, 60.984, 82.945, 106.945, 72.984]",29
Nc1ccc(O)c(c1)C(O)=O,"[136.039, 154.05, 108.044]",283
CC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2C2=CC=C(OC)C(=O)C=C21,"[400.168, 401.171, 358.159, 400.168, 358.158, 310.109, 282.115, 310.109, 295.087, 267.092, 283.087, 311.085]",156
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,"[149.023, 167.034, 249.112]",66
[O-][n+]1ccc(c2ccccc12)[N+]([O-])=O,"[191.045, 145.052, 161.047, 161.047, 145.052, 104.05, 161.048, 145.053, 174.044]",154
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,"[98.984, 174.992, 251.0]",-40
N#Cc1c(Cl)cccc1Cl,"[171.971, 171.971, 171.971, 171.971, 164.002, 164.001, 171.971, 164.001, 100.018, 171.971, 171.971, 171.971, 164.001, 171.971, 164.001, 164.001, 171.972, 100.018]",144.5
[O-][N+](=O)/N=C1\NCCN\1Cc1ccc(Cl)[n]c1,"[256.059, 175.097, 209.058, 175.097, 209.058, 211.055, 175.097, 209.058, 211.055, 175.097, 209.058, 211.055, 209.058, 173.081, 175.096, 209.059, 175.098, 256.06, 209.059, 210.067, 175.098, 256.06, 209.059, 210.067, 209.059, 175.098, 212.058, 175.098, 209.059, 128.026, 175.098, 209.059, 174.09, 209.059, 175.098, 173.082, 209.059, 175.098, 173.082, 256.059, 209.059, 175.098, 209.059, 175.098, 212.058, 175.098, 209.059, 84.056, 175.098, 209.059, 174.09, 209.059, 175.098, 173.082, 209.059, 175.098, 173.082, 209.059, 210.067, 175.098]",144
O=C(Nc1ccc(cc1)OC(F)(F)F)NC(=O)c1ccccc1Cl,"[156.021, 359.04, 138.994, 156.021, 138.994, 178.047, 138.994, 156.021, 113.015, 138.995, 156.021, 113.015, 138.995, 156.021, 129.01, 138.995, 139.005, 129.01]",195
CS(=O)(=O)c1cc(ccc1C(=O)c1c[n]oc1C1CC1)C(F)(F)F,"[250.998, 360.051, 283.025, 250.999, 283.025, 69.034, 250.999, 220.988, 219.98, 250.999, 219.98, 189.016, 219.98, 160.013, 250.999, 132.018, 163.99, 101.02, 125.02, 101.02, 143.011, 75.023, 125.02, 143.011, 75.023, 74.015, 63.023]",140
CC(C)Nc1[n]c(N)[n]c(Cl)[n]1,"[188.069, 190.066, 146.022, 146.022, 188.069, 148.019, 146.022, 148.019, 147.024, 146.022, 148.019, 147.024, 188.07, 146.023, 104.001, 146.023, 188.07, 104.001, 188.07, 188.07, 146.023, 104.001, 188.07, 146.023, 104.001, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 104.001, 146.023, 79.006, 188.07, 146.023, 188.07, 146.023, 104.001, 188.07, 146.023, 104.001, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 104.001, 146.023, 79.006, 146.023, 188.07, 110.046, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 146.023, 188.07, 110.046, 146.023, 110.046, 104.001]",133
CCOP(=S)(OCC)SCN1N=Nc2ccccc2C1=O,"[114.961, 137.006, 132.044, 132.044, 260.981, 232.949, 132.044, 114.961, 137.006, 114.961, 137.006, 132.044, 114.961, 137.006, 95.049, 114.961, 95.049, 109.011, 114.962, 109.011, 95.049, 114.962, 51.023, 64.979, 51.023, 64.979, 114.962, 51.023, 50.015, 64.979]",53
O=C1C=CC(=O)c2ccccc12,[159.044],128.5
CC1CN(CC(C)O1)C1CCCCCCCCCCC1,"[282.279, 116.107, 98.096]",71
Oc1cc(O)c(cc1)C(=O)c1ccc(O)cc1O,"[137.023, 104.992, 247.06, 137.023, 124.087, 104.992, 81.034, 137.023, 53.039]",201.5
OS(=O)(=O)NC1CCCCC1,"[83.085, 55.054, 107.07, 83.085, 55.054, 107.07, 83.086, 55.054, 89.059, 83.085, 55.054, 83.085, 55.054, 83.085, 107.07, 55.054, 83.085, 55.054, 83.085, 55.054, 83.085, 107.07, 89.06]",169.5
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,"[223.949, 225.946, 224.952, 223.949, 123.013, 225.946, 123.013, 223.949, 225.946, 123.013, 122.005, 223.95, 223.95, 123.013, 121.088, 123.014, 223.95, 121.089, 123.014, 223.95, 121.089, 123.014, 95.049, 96.003, 123.014, 95.049, 96.003, 123.014, 95.049, 96.003]",106
COc1cc(N)c(cc1C(=O)NCC1CCCN1CC)S(=O)(=O)CC,"[370.181, 242.048, 371.183, 370.181, 371.183, 242.048, 242.048, 370.181, 243.051, 196.006, 242.048, 243.051, 196.006, 242.048, 214.016, 242.048, 112.112, 155.118, 370.18, 242.05, 277.177, 370.18, 242.048, 112.112, 242.048, 112.112, 370.181, 242.048, 196.006, 112.112, 196.006, 242.048, 112.112, 196.006, 149.047, 168.011, 370.18, 242.05, 196.007, 370.18, 242.048, 112.112, 242.048, 112.112, 370.18, 242.048, 196.006, 112.112, 196.006, 242.048, 112.112, 196.006, 149.047, 168.011, 242.048, 112.112, 155.118]",126.5
NC(=O)CN1CCCC1=O,"[98.06, 126.055, 70.065, 98.06, 126.055, 70.065, 98.06, 126.055, 70.065, 98.06, 70.065, 126.055, 98.06, 70.065, 69.034, 98.06, 70.065, 69.034]",152
OS(=O)(=O)c1cc2ccccc2cc1,"[128.062, 191.016, 145.065, 209.027, 128.062, 191.016, 128.062, 209.027, 155.06, 128.062, 155.06, 145.065, 128.062, 155.06, 103.054, 128.062, 155.06, 103.054, 128.062, 155.06, 127.054, 209.026, 128.062, 155.06, 128.062, 209.026, 155.06, 128.062, 155.06, 145.065, 128.062, 155.06, 145.065, 128.062, 155.06, 127.054, 128.062, 155.06, 127.054, 128.062, 191.016, 145.065]",91
CC12CC3CC(N)(CC(C)(C3)C1)C2,"[163.148, 180.175, 107.085, 163.148, 180.175, 107.085, 163.148, 180.175, 107.085, 163.148, 107.085, 180.175, 163.148, 107.085, 93.07, 107.085, 163.148, 93.07, 107.085, 91.054, 93.07, 91.054, 107.086, 105.07, 91.054, 65.039, 79.054, 91.054, 65.039, 95.049]",258
C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,"[91.054, 288.175, 181.101]",91.5
CN(SN(CCC(=O)OCC)Cc1ccccc1)C(=O)O/N=C(/C)\SC,"[238.09, 138.037, 91.054, 91.054, 138.037, 150.037, 91.054, 150.037, 138.037, 91.054, 73.028, 150.037, 91.054, 73.028, 123.026, 91.054, 73.028, 123.026]",47
NCCc1ccccc1,"[122.097, 123.1, 105.071]",-60
Cc1cc2ccccc2[nH]1,"[132.081, 117.057, 105.07]",61
COc1ccc(C=O)c2ccccc21,"[187.075, 144.057, 159.08]",34.8
c1cccc2[nH][n][n]c21,"[120.055, 121.058, 65.038, 120.055, 65.038, 92.049, 120.056, 65.039, 92.049, 120.056, 92.049, 65.039, 120.056, 92.049, 65.038, 120.056, 120.056, 65.039, 92.049, 120.056, 92.049, 65.038, 120.056, 92.049, 65.038, 120.056, 65.038, 92.049, 120.056, 65.039, 92.049, 120.056, 92.05, 120.056, 65.038, 92.05, 120.056, 65.038, 92.049, 120.055, 92.049, 65.038, 120.055, 65.038, 92.049, 120.055, 65.039, 92.049, 120.056, 92.049, 120.055, 65.038, 92.049, 65.038, 120.055, 92.049, 65.038, 39.022, 51.022, 120.056, 92.05, 120.056, 92.05, 120.056, 92.05, 65.039, 92.05, 65.039, 92.049, 120.055, 92.049, 65.038, 120.055]",100
Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,"[217.053, 218.061, 182.084, 217.053, 218.06, 182.084]",132.5
CC(C(O)=O)c1cc(ccc1)C(=O)c1ccccc1,"[255.098, 209.093, 256.1, 209.093, 210.096, 177.053, 209.092, 177.052, 194.069, 209.096, 105.033, 255.101, 209.096, 105.033, 177.055, 255.102, 209.096, 105.033, 209.096, 105.034, 255.102, 105.034, 209.096, 177.055, 105.034, 177.055, 209.096, 105.034, 77.039, 103.054, 105.033, 77.039, 103.054, 255.102, 209.096, 105.033, 209.096, 105.034, 255.101, 105.034, 209.096, 177.055, 105.034, 177.055, 209.096, 105.034, 77.039, 103.054, 105.034, 77.039, 103.054, 209.096, 105.034, 177.054, 105.034, 209.096, 177.055, 105.034, 77.039, 103.054, 209.096, 105.033, 177.055, 209.096, 105.034, 177.055]",94
CN1CCCC1=O,"[100.076, 58.029, 69.034]",-24
[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34,"[231.068, 202.078, 218.073]",155
O=NN(c1ccccc1)c1ccccc1,"[169.089, 199.087, 168.081, 169.089, 168.081, 66.046, 169.089, 66.046, 168.081, 66.046, 168.081, 104.049, 66.046, 168.081, 104.049, 66.046, 168.081, 95.049]",66.5
Cc1c[n]c(CS(=O)c2[nH]c3ccc(cc3[n]2)OC)c(C)c1OC,"[198.058, 346.122, 168.102, 198.052, 151.094, 168.096, 136.075, 151.099, 198.058, 136.075, 180.047, 151.099, 136.075, 150.091, 180.047, 198.059, 136.076, 151.099]",156
CN1C(C)=CC(=O)N1c1ccccc1,"[189.102, 147.092, 56.05, 189.102, 131.073, 161.107, 189.102, 189.102, 161.107, 189.103, 161.107, 147.092, 189.102, 147.092, 161.107, 189.103, 104.05, 147.092, 106.065, 56.049, 104.049, 189.102, 189.102, 161.107, 174.078, 189.102, 161.107, 147.092, 189.102, 147.092, 161.107, 189.102, 104.049, 147.092, 106.065, 104.049, 56.05, 189.102, 131.073, 161.107, 189.102, 147.092, 161.108, 104.05, 189.102, 106.065, 189.102, 131.073, 161.107, 131.073, 161.107, 144.081, 142.061, 155.047, 183.087, 142.061, 155.047, 183.088]",114
C1CCCCN1,"[86.096, 69.07, 67.054]",-7
Cc1cc(C)[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]1,"[204.044, 156.012, 124.087, 204.043, 279.091, 156.01, 124.086, 204.043, 156.011, 124.086, 213.112, 204.043, 124.086, 213.112, 125.089, 279.091, 156.01, 186.032, 279.091, 204.044, 124.087, 186.033, 204.044, 124.087, 279.091, 186.034, 149.024, 279.091, 186.033, 204.044, 124.087, 186.033, 156.011, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 279.091, 186.034, 149.023, 279.091, 186.033, 124.087, 124.087, 186.033, 108.044, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 124.087, 92.049, 108.044, 186.033, 204.044, 124.087, 124.087, 108.044, 92.049, 124.087, 92.049, 108.044, 186.033, 279.091, 204.044, 186.033, 204.044, 124.087, 208.018, 146.069, 127.006, 208.018, 146.069, 226.028]",198.5
Cc1c(NS(=O)(=O)c2ccc(N)cc2)o[n]c1C,"[156.012, 113.072, 108.046]",191
Nc1[n]c(N)[n]c2[n]c(N)c([n]c12)-c1ccccc1,"[254.115, 237.088, 255.117, 237.088, 195.066, 168.055, 141.044, 168.055, 195.066, 254.115, 254.115, 237.088, 254.115, 237.089, 212.093, 237.088, 254.115, 195.067, 237.089, 104.049, 195.067, 104.049, 168.056, 141.045, 104.049, 141.045, 116.049, 89.039, 104.049, 95.049, 89.039, 63.023, 95.049]",316
Oc1cccc2ccccc21,"[117.07, 155.06, 117.07, 155.06, 145.065]",95
COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,"[226.166, 227.169, 184.118, 226.166, 184.118, 142.071, 142.071, 184.118, 226.166, 142.072, 184.119, 143.074, 142.071, 143.075, 125.045, 184.119, 142.072, 226.166, 226.166, 226.167, 184.119, 142.073, 226.166, 184.119, 142.072, 142.072, 184.119, 226.166, 142.072, 100.051, 86.035, 142.072, 86.035, 100.051, 226.166, 184.119, 211.142, 226.166, 184.119, 142.072, 226.166, 184.119, 142.072, 142.072, 184.119, 226.166, 142.072, 86.035, 100.051, 142.072, 86.035, 100.051, 184.119, 142.072, 226.166]",91.5
Oc1cc(O)cc2OC(=CC(=O)c12)c1ccc(O)cc1,"[271.06, 153.018, 119.049]",347.5
NCCc1cc(O)c(O)cc1,"[137.06, 91.054, 119.049, 137.06, 91.054, 119.049, 137.06, 91.054, 119.049, 91.054, 137.06, 119.049, 91.054, 119.049, 137.06, 91.054, 65.039, 119.049]",128
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@H](CC[C@H]21)C(=O)CO,"[347.225, 348.228, 329.213, 347.224, 329.213, 348.227, 121.065, 329.213, 171.118, 121.065, 145.102, 163.112, 121.065, 145.101, 131.086, 347.222, 329.211, 311.2, 329.211, 347.222, 121.065, 121.065, 97.065, 123.08, 121.065, 97.065, 105.07, 121.065, 105.07, 91.054, 91.054, 105.07, 79.054, 91.054, 79.054, 95.049, 91.054, 95.049, 115.054, 91.054, 115.054, 65.039]",181
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,"[326.233, 116.107, 74.06, 326.233, 116.107, 222.149, 116.107, 326.233, 74.06, 116.107, 74.06, 72.081, 74.06, 116.107, 72.081, 74.06, 107.049, 56.05, 74.06, 107.049, 56.05, 326.233, 116.107, 74.06, 116.107, 74.06, 326.233, 56.05, 74.06, 72.081]",100
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,"[263.875, 261.877, 376.993, 263.875, 261.877, 114.126, 263.875, 261.876, 182.958, 263.875, 261.878, 182.958]",238
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,"[86.097, 58.064, 242.073, 315.162, 86.097, 58.065, 86.096, 58.065, 315.163, 86.096, 58.065, 242.073, 58.065, 86.097, 242.073, 58.065, 86.097, 227.05, 58.065, 86.097, 227.05, 58.065, 191.073, 192.081, 58.065, 191.073, 165.07, 58.065, 190.065, 163.054]",189.5
OC[C@@H]1CC[C@@H](O1)[n]1c[n]c2C(=O)NC=Nc12,"[137.046, 101.06, 59.049, 137.046, 101.06, 59.049, 137.046, 101.06, 110.035, 137.046, 110.035, 119.035, 137.046, 110.035, 119.035, 137.046, 110.035, 119.035]",161.5
O=C1Nc2ccccc2N1C1CCN(CC=1)CCCC(=O)c1ccc(F)cc1,"[380.18, 194.098, 381.183, 194.099, 165.071, 195.101, 165.072, 194.099, 123.025, 165.072, 123.025, 166.075, 123.025, 165.072, 166.076, 380.177, 194.097, 165.071, 194.098, 165.071, 123.024, 165.071, 123.024, 194.098, 123.024, 165.071, 187.087, 123.024, 165.071, 113.04, 123.024, 123.035, 113.04, 123.035, 123.024, 113.04, 123.035, 75.023, 113.04, 75.023, 74.015, 123.035]",145.75
CC(=O)N(CC(O)CO)c1c(I)c(c(I)c(c1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO,"[803.877, 602.911, 652.972, 803.875, 821.885, 602.913, 374.983, 449.02, 528.874, 374.983, 301.931, 500.88, 301.931, 273.935, 257.941, 273.936, 257.941, 301.931, 803.878, 821.888, 652.971, 374.983, 449.02, 500.88, 374.983, 301.931, 500.88, 273.935, 301.931, 257.941, 273.936, 257.941, 147.031, 803.876, 652.971, 602.912]",177
CN1C(C)=C(C(C)C)C(=O)N1c1ccccc1,"[231.149, 189.102, 56.05, 231.149, 189.102, 201.103, 189.102, 201.102, 118.065, 231.149, 189.102, 216.126, 189.102, 216.126, 201.102]",103
COc1c(NS(=O)(=O)c2ccc(N)cc2)[n]c[n]c1OC,"[156.012, 108.046, 311.083]",192
Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)[n]c([n]1)OC,"[167.056, 350.055, 199.006, 167.056, 382.082, 199.006, 167.056, 199.006, 141.077, 167.056, 199.006, 135.044, 167.056, 135.044, 141.077, 167.056, 135.044, 77.039, 77.039, 69.008, 92.026, 167.056, 382.082, 199.006, 167.056, 199.006, 141.077, 167.056, 199.006, 135.044, 167.056, 135.044, 141.077, 167.056, 135.044, 77.038, 77.039, 69.008, 92.026, 167.056, 350.055, 199.006]",162
Nc1[n]c(NC2CC2)[n]c(N)[n]1,"[167.105, 168.107, 125.082, 167.105, 125.082, 168.107, 167.104, 125.082, 139.073, 151.073, 125.083, 127.072, 151.071, 167.104, 85.051, 60.056]",224.9
CSC1=NN=C(C(=O)N1N)C(C)(C)C,"[215.096, 216.098, 217.092, 215.096, 187.101, 216.098, 187.1, 215.095, 131.038, 156.058, 131.038, 184.053, 156.058, 141.036, 140.039, 215.096, 187.101, 84.081, 187.101, 186.082, 131.027, 215.096, 215.096, 187.101, 186.082, 215.096, 187.101, 186.082, 187.101, 215.095, 131.039, 187.101, 74.006, 131.039, 74.006, 59.99, 58.04, 215.096, 186.083, 187.101, 215.096, 187.101, 186.082, 215.096, 187.101, 186.082, 187.101, 215.096, 131.039, 187.101, 74.006, 131.039, 74.006, 59.99, 58.04, 187.101, 186.082, 131.027]",126
Nc1ccc(cc1)/N=N/c1ccccc1,"[77.039, 105.045, 198.103, 77.039, 105.045, 95.049, 198.103, 77.039, 105.045, 77.039, 105.045, 95.049]",127
CC1(C)CC(N)CC(C)(C1)CN,"[154.159, 171.185, 137.132, 154.16, 137.133, 95.086, 95.086, 81.07, 137.133, 154.16, 89.071, 107.061, 154.16, 89.071, 72.044]",10
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"[289.876, 124.982, 127.015, 321.902, 124.982, 142.993, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 124.982, 142.993, 321.902, 124.982, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 142.993, 124.982, 289.876, 124.982, 142.993]",43
